what,kind,bundleId,bundleVersion,description,time
ws,sysinfo,,,"win32",1471069041022
locale,sysinfo,,,"en_US",1471069041022
processors,sysinfo,,,"2",1471069041022
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1471069041022
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1471069041022
java.specification.name,sysinfo,,,"Java Platform API Specification",1471069041022
java.specification.vendor,sysinfo,,,"Oracle Corporation",1471069041022
java.specification.version,sysinfo,,,"1.7",1471069041022
java.vendor,sysinfo,,,"Oracle Corporation",1471069041022
java.version,sysinfo,,,"1.7.0_51",1471069041022
java.vm.info,sysinfo,,,"mixed mode",1471069041022
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1471069041022
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1471069041022
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1471069041022
java.vm.specification.version,sysinfo,,,"1.7",1471069041022
java.vm.vendor,sysinfo,,,"Oracle Corporation",1471069041022
java.vm.version,sysinfo,,,"24.51-b03",1471069041022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069044410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1471069223253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1471069226626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069231709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1471069231728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1471069231728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069233671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069250534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069257023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1471069265060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1471069268884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069269886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069276267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069285975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069287161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069433016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069433026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069441964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069441983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069516078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069521248
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1471069649970
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1471069649991
started,bundle,org.tigris.subversion.clientadapter.javahl,1.8.8,"org.tigris.subversion.clientadapter.javahl",1471069650954
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.8.3,"org.tigris.subversion.clientadapter.svnkit",1471069650985
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1471069650988
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1471069650990
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1471069650992
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1471069651080
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1471069651084
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1471069651090
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1471069651102
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1471069651160
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1471069651187
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1471069651200
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1471069651250
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1471069651679
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1471069651737
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1471069652033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471069652235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1471069652262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1471069652262
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1471069652333
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1471069652960
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1471069653006
error,log,,,"Could not auto-share project RemoteSystemsTempFiles",1471069653047
error,log,,,"Could not auto-share project UOM_Android_JSN",1471069653054
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1471069653136
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1471069653549
